# [Jun 17, 2019] Downloaded from https://www.genome.jp/kegg-bin/show_organism?category=Prokaryotes
# 
org_id	org_code	org_name
T04619	acti	Actinoalloteichus sp. GBA129-24
T04639	acad	Actinoalloteichus sp. ADI127-7
T04975	ahg	Actinoalloteichus hoggarensis
T05306	acta	Actinoalloteichus sp. AHMU CJ021
T04489	alo	Alloactinosynnema sp. L-07
T04988	pmad	Prauserella marina
T00504	stp	Salinispora tropica
T00613	saq	Salinispora arenicola
T01296	mau	Micromonospora aurantiaca
T01379	mil	Micromonospora sp. L5
T05583	micb	Micromonospora sp. B006
T05651	mtua	Micromonospora tulbaghiae
T01471	vma	Verrucosispora maris
T01795	ams	Actinoplanes missouriensis
T02044	ase	Actinoplanes sp. SE50/110
T02655	actn	Actinoplanes sp. N902-109
T02892	afs	Actinoplanes friuliensis
T05392	acts	Actinoplanes sp. SE50
T05048	plk	Plantactinospora sp. KBS50
T05377	plab	Plantactinospora sp. BC1
T05391	plat	Plantactinospora sp. BB1
T00967	cai	Catenulispora acidiphila
T01194	sna	Stackebrandtia nassauensis
T01242	ahe	Arcanobacterium haemolyticum
T01257	mcu	Mobiluncus curtisii
T03070	tpy	Trueperella pyogenes TP6375
T03579	tpyo	Trueperella pyogenes TP8
T05959	tbw	Trueperella bialowiezensis
T03214	asg	Actinotignum schaalii
T05430	actt	Actinobaculum sp. 313
T04027	amy	Schaalia meyeri
T05977	soo	Schaalia odontolytica
T04083	acq	Actinomyces sp. oral taxon 414
T04280	aos	Actinomyces oris
T04288	ard	Actinomyces radicidentis
T04541	avu	Actinomyces sp. VUL4_3
T04911	actp	Actinomyces gaoshouyii
T05279	actc	Actinomyces sp. Chiba101
T05399	acto	Actinomyces sp. oral taxon 897
T05566	ane	Actinomyces naeslundii
T05752	fsl	Flaviflexus salsibiostraticola
T05772	flh	Flaviflexus sp. H23T48
T00094	blo	Bifidobacterium longum NCC2705
T00707	blj	Bifidobacterium longum DJO10A
T00794	bln	Bifidobacterium longum subsp. infantis ATCC 15697 (JGI)
T02092	blon	Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo)
T01420	blf	Bifidobacterium longum subsp. infantis 157F
T01240	bll	Bifidobacterium longum subsp. longum JDM301
T01345	blb	Bifidobacterium longum subsp. longum BBMN68
T01419	blm	Bifidobacterium longum subsp. longum JCM 1217
T01845	blk	Bifidobacterium longum subsp. longum KACC 91563
T02580	blg	Bifidobacterium longum subsp. longum F8
T03452	blz	Bifidobacterium longum subsp. longum GT15
T03387	blx	Bifidobacterium longum BXY01
T00437	bad	Bifidobacterium adolescentis ATCC 15703
T03260	badl	Bifidobacterium adolescentis 22L
T03774	bado	Bifidobacterium adolescentis BBMN23
T00819	bla	Bifidobacterium animalis subsp. lactis AD011
T00923	blc	Bifidobacterium animalis subsp. lactis Bl-04
T00924	blt	Bifidobacterium animalis subsp. lactis DSM 10140
T01840	bbb	Bifidobacterium animalis subsp. lactis BB-12
T01841	bbc	Bifidobacterium animalis subsp. lactis BLC1
T01842	bnm	Bifidobacterium animalis subsp. lactis CNCM I-2494
T01843	blv	Bifidobacterium animalis subsp. lactis V9
T02079	blw	Bifidobacterium animalis subsp. lactis B420
T02080	bls	Bifidobacterium animalis subsp. lactis Bi-07
T02712	bani	Bifidobacterium animalis subsp. lactis Bl12
T02862	banl	Bifidobacterium animalis subsp. lactis ATCC 27673
T02047	bni	Bifidobacterium animalis subsp. animalis ATCC 25527
T03481	banm	Bifidobacterium animalis RH
T01143	bde	Bifidobacterium dentium Bd1
T04222	bdn	Bifidobacterium dentium JCM 1195 = DSM 20436
T01328	bbi	Bifidobacterium bifidum S17
T01340	bbp	Bifidobacterium bifidum PRL2010
T02135	bbf	Bifidobacterium bifidum BGN4
T01844	bbv	Bifidobacterium breve ACS-071-V-Sch8b
T02534	bbru	Bifidobacterium breve UCC2003
T03118	bbre	Bifidobacterium breve 12L
T03119	bbrv	Bifidobacterium breve 689b
T03120	bbrj	Bifidobacterium breve JCM 7017
T03121	bbrc	Bifidobacterium breve JCM 7019
T03122	bbrn	Bifidobacterium breve NCFB 2258
T03123	bbrs	Bifidobacterium breve S27
T04525	bbrd	Bifidobacterium breve DSM 20213 = JCM 1192
T02271	bast	Bifidobacterium asteroides
T02505	btp	Bifidobacterium thermophilum
T03236	bcor	Bifidobacterium coryneforme
T03496	bka	Bifidobacterium kashiwanohense PV20-2
T04223	bks	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
T03931	bcat	Bifidobacterium catenulatum
T03529	bpsp	Bifidobacterium pseudolongum
T03564	bii	Bifidobacterium indicum
T03930	bang	Bifidobacterium angulatum
T03932	bpsc	Bifidobacterium pseudocatenulatum
T03975	bsca	Bifidobacterium scardovii
T04036	bact	Bifidobacterium actinocoloniiforme
T05748	bcho	Bifidobacterium choerinum
T01146	gva	Gardnerella vaginalis 409-05
T01344	gvg	Gardnerella vaginalis ATCC 14019
T01939	gvh	Gardnerella vaginalis HMP9231
T03977	sij	Scardovia inopinata
T03978	pdo	Parascardovia denticolens
T01236	tbi	Thermobispora bispora
T05020	aey	Actinopolyspora erythraea
T05050	plan	Candidatus Planktophila lacus
T05051	plak	Candidatus Planktophila dulcis
T05067	plim	Candidatus Planktophila limnetica
T05158	psuf	Candidatus Planktophila sulfonica
T05250	pvs	Candidatus Planktophila versatilis
T05319	pvn	Candidatus Planktophila vernalis
T05073	abam	Candidatus Nanopelagicus limnes
T05090	nhi	Candidatus Nanopelagicus hibericus
T05091	nab	Candidatus Nanopelagicus abundans
T03963	abai	Actinobacteria bacterium IMCC26256
T00368	rxy	Rubrobacter xylanophilus
T03080	rrd	Rubrobacter radiotolerans
T01153	cwo	Conexibacter woesei
T00956	afo	Acidimicrobium ferrooxidans
T02501	aym	Ilumatobacter coccineus
T00962	ccu	Cryptobacterium curtum
T00981	shi	Slackia heliotrinireducens
T00984	ele	Eggerthella lenta
T01566	eyy	Eggerthella sp. YY7918
T02609	gpa	Gordonibacter pamelaeae
T02875	aeq	Adlercreutzia equolifaciens
T04382	ddt	Denitrobacterium detoxificans
T00983	apv	Atopobium parvulum
T01285	ols	Olsenella uli
T04016	olo	Olsenella sp. oral taxon 807
T05797	pcat	Parolsenella catena
T01453	cgo	Coriobacterium glomerans
T05143	caer	Collinsella aerofaciens
T03545	cbac	Coriobacteriaceae bacterium 68-1-3
T05860	erz	Egibacter rhizosphaerae
T05999	euz	Euzebya sp. DY32-46
T00004	syn	Synechocystis sp. PCC 6803
T02468	syz	Synechocystis sp. PCC 6803
T02098	syy	Synechocystis sp. PCC 6803 GT-S
T01777	syt	Synechocystis sp. PCC 6803 GT-I
T01778	sys	Synechocystis sp. PCC 6803 PCC-N
T01891	syq	Synechocystis sp. PCC 6803 PCC-P
T03386	syj	Synechocystis sp. PCC 6714
T05368	syo	Synechocystis sp. IPPAS B-1465
T00144	syw	Synechococcus sp. WH8102
T00163	syc	Synechococcus elongatus PCC6301
T00300	syf	Synechococcus elongatus PCC7942
T00292	syd	Synechococcus sp. CC9605
T00293	sye	Synechococcus sp. CC9902
T00390	syg	Synechococcus sp. CC9311
T00523	syr	Synechococcus sp. RCC307
T00524	syx	Synechococcus sp. WH7803
T00664	syp	Synechococcus sp. PCC7002
T00318	cya	Synechococcus sp. JA-3-3Ab
T00319	cyb	Synechococcus sp. JA-2-3B'a(2-13)
T02370	syne	Synechococcus sp. PCC 6312
T02371	synp	Synechococcus sp. PCC 7502
T03344	synk	Synechococcus sp. KORDI-100
T03345	synr	Synechococcus sp. KORDI-49
T03346	synd	Synechococcus sp. KORDI-52
T03581	syu	Synechococcus sp. UTEX 2973
T03783	syh	Synechococcus sp. WH 8109
T04859	synw	Synechococcus sp. WH 8103
T05303	slw	Synechococcus lividus
T05693	syv	Synechococcus sp. PCC 73109
T05991	syl	Synechococcus sp. PCC 7003
T00090	tel	Thermosynechococcus elongatus
T02977	thn	Thermosynechococcus sp. NK55
T05980	tvn	Thermosynechococcus vulcanus
T02359	cgc	Cyanobium gracile
T04888	cyi	Cyanobium sp. NIES-981
T02378	dsl	Dactylococcopsis salina
T02414	cmp	Chamaesiphon minutus
T02361	lep	Leptolyngbya sp. PCC 7376
T04199	len	Leptolyngbya sp. NIES-3755
T04251	let	Leptolyngbya sp. O-77
T04848	lbo	Leptolyngbya boryana
T04928	hhg	Halomicronema hongdechloris
T02369	pseu	Pseudanabaena sp. PCC 7367
T05820	pser	Pseudanabaena sp. ABRG5-3
T00137	pma	Prochlorococcus marinus subsp. marinus CCMP1375
T00142	pmm	Prochlorococcus marinus subsp. pastoris CCMP1986
T00143	pmt	Prochlorococcus marinus MIT 9313
T00267	pmn	Prochlorococcus marinus NATL2A
T00297	pmi	Prochlorococcus marinus MIT 9312
T00464	pmb	Prochlorococcus marinus AS9601
T00465	pmc	Prochlorococcus marinus MIT 9515
T00466	pmf	Prochlorococcus marinus MIT 9303
T00488	pmg	Prochlorococcus marinus MIT 9301
T00598	pmh	Prochlorococcus marinus MIT 9215
T00616	pmj	Prochlorococcus marinus MIT 9211
T00467	pme	Prochlorococcus marinus NATL1A
T03304	prc	Prochlorococcus sp. MIT 0604
T03316	prm	Prochlorococcus sp. MIT 0801
T00617	amr	Acaryochloris marina
T00647	mar	Microcystis aeruginosa
T04037	mpk	Microcystis panniformis
T05365	miq	Microcystis sp. MC19
T02376	can	Cyanobacterium aponinum
T02377	csn	Cyanobacterium stanieri
T05309	cyl	Cyanobacterium sp. HL-69
T02379	hao	Halothece sp. PCC 7418
T01159	cyu	Candidatus Atelocyanobacterium thalassa
T05097	cwa	Crocosphaera watsonii
T02400	glp	Gloeocapsa sp. PCC 7428
T04142	gen	Geminocystis sp. NIES-3709
T04168	gee	Geminocystis sp. NIES-3708
T05085	chon	Chondrocystis sp. NIES-4102
T00686	cyt	Cyanothece sp. ATCC 51142
T00806	cyp	Cyanothece sp. PCC 8801
T00808	cyc	Cyanothece sp. PCC 7424
T00836	cyn	Cyanothece sp. PCC 7425
T00968	cyh	Cyanothece sp. PCC 8802
T01310	cyj	Cyanothece sp. PCC 7822
T00387	ter	Trichodesmium erythraeum
T02374	mic	Microcoleus sp. PCC 7113
T02608	arp	Arthrospira platensis
T05658	pagh	Planktothrix agardhii
T02366	gei	Geitlerinema sp. PCC 7407
T02368	oac	Oscillatoria acuminata
T02375	oni	Oscillatoria nigro-viridis
T04499	mpro	Moorea producens
T02373	cep	Crinalium epipsammum
T00148	gvi	Gloeobacter violaceus
T02885	glj	Gloeobacter kilaueensis
T00069	ana	Nostoc sp. PCC 7120
T00713	npu	Nostoc punctiforme
T02362	nos	Nostoc sp. PCC 7107
T02363	nop	Nostoc sp. PCC 7524
T04170	non	Nostoc sp. NIES-3756
T05266	nfl	Nostoc flagelliforme
T05285	noe	Nostoc sp. CENA543
T00277	ava	Trichormus variabilis
T01260	naz	'Nostoc azollae' 0708
T02341	anb	Anabaena sp. 90
T02435	acy	Anabaena cylindrica
T04059	awa	Anabaena sp. wa102
T02398	csg	Cylindrospermum stagnale
T02358	calo	Calothrix sp. PCC 7507
T02372	calt	Calothrix sp. PCC 6303
T03937	calh	Calothrix sp. 336/3
T02364	riv	Rivularia sp. PCC 7116
T04195	fis	Fischerella sp. NIES-3754
T05403	nsp	Nodularia spumigena
T04905	ncn	Nostocales cyanobacterium HT-58-2
T02360	cthe	Chroococcidiopsis thermalis
T02367	plp	Pleurocapsa sp. PCC 7327
T02406	scs	Stanieria cyanosphaera
T05130	stan	Stanieria sp. NIES-3757
T03622	ceo	Cyanobacterium endosymbiont of Epithemia turgida
T05747	cer	Cyanobacterium endosymbiont of Rhopalodia gibberula
T04546	mbf	Candidatus Melainabacteria bacterium MEL.A1
T00223	det	Dehalococcoides mccartyi 195
T00273	deh	Dehalococcoides mccartyi CBDB1
T00518	deb	Dehalococcoides mccartyi BAV1
T01136	dev	Dehalococcoides mccartyi VS
T01182	deg	Dehalococcoides mccartyi GT
T02475	dmc	Dehalococcoides mccartyi BTF08
T02476	dmd	Dehalococcoides mccartyi DCMB5
T02938	dmg	Dehalococcoides mccartyi GY50
T03647	dmx	Dehalococcoides mccartyi CG1
T03648	dmy	Dehalococcoides mccartyi CG4
T03649	dmz	Dehalococcoides mccartyi CG5
T03880	duc	Dehalococcoides sp. UCH007
T01264	dly	Dehalogenimonas lykanthroporepellens
T03938	dew	Dehalogenimonas sp. WBC-2
T04654	dfo	Dehalogenimonas formicexedens
T00542	rrs	Roseiflexus sp. RS-1
T00585	rca	Roseiflexus castenholzii
T00639	cau	Chloroflexus aurantiacus
T00859	chl	Chloroflexus aurantiacus Y-400-fl
T00824	cag	Chloroflexus aggregans
T00614	hau	Herpetosiphon aurantiacus
T00845	tro	Thermomicrobium roseum
T01128	sti	Sphaerobacter thermophilus
T01410	atm	Anaerolinea thermophila
T04881	abat	Brevefilum fermentans
T05783	psub	Pelolinea submarina
T04463	abao	Anaerolineaceae bacterium oral taxon 439
T01797	cap	Caldilinea aerophila
T05438	pbf	Candidatus Promineofilum breve
T05969	kbs	Ktedonobacterales bacterium SCAWS-G2
T00025	dra	Deinococcus radiodurans
T00353	dge	Deinococcus geothermalis
T00880	ddr	Deinococcus deserti
T01412	dmr	Deinococcus maricopensis
T01426	dpt	Deinococcus proteolyticus
T01827	dgo	Deinococcus gobiensis
T02381	dpd	Deinococcus peraridilitoris
T03508	dsw	Deinococcus swuensis
T04233	dch	Deinococcus soli
T04259	dab	Deinococcus actinosclerus
T04339	dpu	Deinococcus puniceus
T05530	dez	Deinococcus irradiatisoli
T05579	dwu	Deinococcus wulumuqiensis
T05674	dfc	Deinococcus ficus
T01254	tra	Truepera radiovictrix
T00170	tth	Thermus thermophilus HB27
T00220	ttj	Thermus thermophilus HB8
T01867	tts	Thermus thermophilus SG0.5JP17-16
T02009	ttl	Thermus thermophilus JL-18
T01414	tsc	Thermus scotoductus
T01866	thc	Thermus sp. CCB_US3_UF1
T02346	tos	Thermus oshimai
T04117	taq	Thermus aquaticus
T04274	tpar	Thermus parvatiensis
T04600	tbc	Thermus brockianus
T01193	mrb	Meiothermus ruber DSM 1279
T02636	mre	Meiothermus ruber DSM 1279
T01246	msv	Meiothermus silvanus
T05633	mtai	Meiothermus taiwanensis
T01369	opr	Oceanithermus profundus
T01457	mhd	Marinithermus hydrothermalis
T02699	ccz	Chthonomonas calidirosea
T03038	fgi	Fimbriimonas ginsengisoli
T01134	ttr	Thermobaculum terrenum
T00017	ctr	Chlamydia trachomatis D/UW-3/CX
T01900	ctd	Chlamydia trachomatis D-EC
T01901	ctf	Chlamydia trachomatis D-LC
T02551	ctrd	Chlamydia trachomatis D/SotonD1
T02560	ctro	Chlamydia trachomatis D/SotonD5
T02561	ctrt	Chlamydia trachomatis D/SotonD6
T00280	cta	Chlamydia trachomatis A/HAR-13
T01707	cty	Chlamydia trachomatis A2497
T02094	cra	Chlamydia trachomatis A2497
T02562	ctrq	Chlamydia trachomatis A/363
T02563	ctrx	Chlamydia trachomatis A/5291
T02564	ctrz	Chlamydia trachomatis A/7249
T02557	ctrp	Chlamydia trachomatis L1/1322/p2
T02569	ctlj	Chlamydia trachomatis L1/115
T02570	ctlx	Chlamydia trachomatis L1/224
T02571	ctll	Chlamydia trachomatis L1/440/LN
T00645	ctb	Chlamydia trachomatis L2/434/Bu
T02559	ctrr	Chlamydia trachomatis L2/25667R
T02621	ctlf	Chlamydia trachomatis L2/434/Bu(f)
T02622	ctli	Chlamydia trachomatis L2/434/Bu(i)
T00646	ctl	Chlamydia trachomatis L2b/UCH-1/proctitis
T02548	ctru	Chlamydia trachomatis L2b/UCH-2
T02549	ctrl	Chlamydia trachomatis L2b/LST
T02554	ctrv	Chlamydia trachomatis L2b/CV204
T02558	ctrm	Chlamydia trachomatis L2b/Ams1
T02574	ctla	Chlamydia trachomatis L2b/Ams2
T02575	ctlm	Chlamydia trachomatis L2b/Ams3
T02576	ctls	Chlamydia trachomatis L2b/Ams4
T02577	ctlz	Chlamydia trachomatis L2b/Ams5
T02567	ctlc	Chlamydia trachomatis L2b/Canada1
T02568	ctln	Chlamydia trachomatis L2b/Canada2
T02572	ctlb	Chlamydia trachomatis L2b/795
T02573	ctlq	Chlamydia trachomatis L2b/8200/07
T01574	cto	Chlamydia trachomatis L2c
T02550	ctrn	Chlamydia trachomatis L3/404/LN
T00960	ctj	Chlamydia trachomatis B/Jali20/OT
T01327	ctz	Chlamydia trachomatis B/TZ1A828/OT
T01902	ctg	Chlamydia trachomatis E/11023
T01903	ctk	Chlamydia trachomatis E/150
T01966	csw	Chlamydia trachomatis Sweden2
T02164	ces	Chlamydia trachomatis E/SW3
T02547	ctrb	Chlamydia trachomatis E/Bour
T02555	ctre	Chlamydia trachomatis E/SotonE4
T02556	ctrs	Chlamydia trachomatis E/SotonE8
T03168	ctec	Chlamydia trachomatis E/C599
T02165	cfs	Chlamydia trachomatis F/SW4
T02166	cfw	Chlamydia trachomatis F/SW5
T03169	ctfw	Chlamydia trachomatis F/SWFPminus
T02552	ctrf	Chlamydia trachomatis F/SotonF3
T02805	ctch	Chlamydia trachomatis F/11-96
T01904	ctn	Chlamydia trachomatis G/11074
T01905	ctq	Chlamydia trachomatis G/11222
T01906	ctv	Chlamydia trachomatis G/9301
T01907	ctw	Chlamydia trachomatis G/9768
T02553	ctrg	Chlamydia trachomatis G/SotonG1
T02493	ctri	Chlamydia trachomatis IU824
T02540	ctra	Chlamydia trachomatis IU888
T02565	ctrh	Chlamydia trachomatis Ia/SotonIa1
T02566	ctrj	Chlamydia trachomatis Ia/SotonIa3
T02546	ctrk	Chlamydia trachomatis K/SotonK1
T02762	ctjt	Chlamydia trachomatis J/6276tet1
T02763	ctcf	Chlamydia trachomatis RC-F/69
T02764	ctfs	Chlamydia trachomatis RC-F(s)/342
T02765	cthf	Chlamydia trachomatis RC-F(s)/852
T02766	ctcj	Chlamydia trachomatis RC-J/943
T02767	cthj	Chlamydia trachomatis RC-J/953
T02768	ctmj	Chlamydia trachomatis RC-J/966
T02769	cttj	Chlamydia trachomatis RC-J/971
T02770	ctjs	Chlamydia trachomatis RC-J(s)/122
T02771	ctrc	Chlamydia trachomatis RC-L2/55
T02772	ctrw	Chlamydia trachomatis RC-L2(s)/3
T02773	ctry	Chlamydia trachomatis RC-L2(s)/46
T02966	ctct	Chlamydia trachomatis C/TW-3
T00028	cmu	Chlamydia muridarum Nigg
T03671	cmur	Chlamydia muridarum Nigg CM972
T03206	cmn	Chlamydia muridarum Nigg 2 MCR
T03404	cmm	Chlamydia muridarum Nigg3 clone G0.1.1
T03405	cmg	Chlamydia muridarum Nigg3 clone G28.38.1
T03505	cmx	Chlamydia muridarum Nigg3
T03684	cmz	Chlamydia muridarum Nigg3 CMUT3-5
T00021	cpn	Chlamydia pneumoniae CWL029
T00029	cpa	Chlamydia pneumoniae AR39
T00032	cpj	Chlamydia pneumoniae J138
T00136	cpt	Chlamydia pneumoniae TW-183
T01859	clp	Chlamydia pneumoniae LPCoLN
T01466	cpm	Chlamydia pecorum E58
T02853	cpec	Chlamydia pecorum P787
T02854	cpeo	Chlamydia pecorum PV3056/3
T02855	cper	Chlamydia pecorum W73
T01481	chp	Chlamydia psittaci 6BC
T02097	chb	Chlamydia psittaci 6BC
T01860	chs	Chlamydia psittaci 01DC11
T01861	chi	Chlamydia psittaci 02DC15
T01862	cht	Chlamydia psittaci 08DC60
T01863	chc	Chlamydia psittaci C19/98
T02153	chr	Chlamydia psittaci RD1
T02251	cpsc	Chlamydia psittaci CP3
T02252	cpsn	Chlamydia psittaci NJ1
T02308	cpsb	Chlamydia psittaci 84/55
T02309	cpsg	Chlamydia psittaci GR9
T02310	cpsm	Chlamydia psittaci M56
T02311	cpsi	Chlamydia psittaci MN
T02312	cpsv	Chlamydia psittaci VS225
T02313	cpsw	Chlamydia psittaci WC
T02314	cpst	Chlamydia psittaci WS/RT/E30
T02343	cpsd	Chlamydia psittaci 01DC12
T02450	cpsa	Chlamydia psittaci Mat116
T03069	cav	Chlamydia avium
T00125	cca	Chlamydia caviae
T00242	cab	Chlamydia abortus S26/3
T03773	cabo	Chlamydia abortus
T00332	cfe	Chlamydia felis Fe/C-56
T04276	cgz	Chlamydia gallinacea
T05716	chla	Chlamydia sp. S15-834C
T00172	pcu	Candidatus Protochlamydia amoebophila
T04212	pnl	Candidatus Protochlamydia naegleriophila
T01552	puv	Parachlamydia acanthamoebae
T05849	ney	Neochlamydia sp. S13
T01255	wch	Waddlia chondrophila
T01559	sng	Simkania negevensis
T00689	ote	Opitutus terrae
T04567	obg	Lacunisphaera limnophila
T05426	vbh	Nibricoccus aquaticus HZ-65
T03683	obt	Opitutaceae bacterium TAV5
T01204	caa	Coraliomargarita akajimensis
T00736	amu	Akkermansia muciniphila
T04551	agl	Akkermansia glycaniphila
T04108	xii	Candidatus Xiphinematobacter sp. Idaho Grape
T00727	min	Methylacidiphilum infernorum
T03830	vba	Verrucomicrobia bacterium IMCC26134
T05990	vbs	Verrucomicrobia bacterium S94
T00134	rba	Rhodopirellula baltica
T01147	psl	Pirellula staleyi
T04360	pir	Pirellula sp. SH-Sr6A
T01225	plm	Planctopirus limnophila
T01431	pbs	Rubinisphaera brasiliensis
T04354	pls	Planctomyces sp. SH-PL14
T04401	plh	Planctomyces sp. SH-PL62
T04678	fmr	Fuerstia marisgermanicae
T05034	ttf	Thermogutta terrifontis
T04358	ges	Gemmata sp. SH-PL17
T05475	gog	Gemmata obscuriglobus
T01407	ipa	Isosphaera pallida
T02393	saci	Singulisphaera acidiphila
T04622	pbor	Paludisphaera borealis
T05435	kst	Candidatus Kuenenia stuttgartiensis
T01800	phm	Phycisphaera mikurensis
T04695	pbu	Sedimentisphaera cyanobacteriorum L21-RPul-D3
T05439	pbp	Sedimentisphaera salicampi
T04749	pbas	Phycisphaerae bacterium SM-Chi-D1
T04225	vbl	Kiritimatiella glycovorans
T05502	vbc	Victivallales bacterium CCUG 44730
T00012	bbu	Borreliella burgdorferi B31
T00807	bbz	Borreliella burgdorferi ZS7
T02075	bbn	Borreliella burgdorferi N40
T02081	bbj	Borreliella burgdorferi JD1
T02794	bbur	Borrelia burgdorferi CA382
T00194	bga	Borreliella bavariensis PBi
T02048	bgb	Borreliella garinii BgVir
T02299	bgn	Borreliella garinii NMJW1
T03259	bgs	Borreliella garinii SZ
T04731	bgc	Borreliella garinii CIP 103362
T00383	baf	Borrelia afzelii (FLI)
T02093	bafz	Borrelia afzelii (Maryland)
T02298	bafh	Borrelia afzelii HLJ01
T03256	baft	Borreliella afzelii Tom3107
T03895	bafe	Borreliella afzelii K78
T01593	bbs	Borreliella bissettii
T03221	bvt	Borreliella valaisiana
T03543	bchi	Borreliella chilensis
T04886	bmay	Borrelia mayonii
T00737	btu	Borrelia turicatae
T00764	bhr	Borrelia hermsii DAH
T03871	bhi	Borrelia hermsii CC1
T00768	bdu	Borrelia duttonii
T00769	bre	Borrelia recurrentis
T02051	bcw	Borrelia crocidurae
T02797	bmo	Borrelia miyamotoi LB-2001
T03577	bmiy	Borrelia miyamotoi CT14D4
T03987	bpak	Borrelia parkeri
T04727	bane	Borrelia anserina
T05670	btur	Borrelia turcica
T00016	tpa	Treponema pallidum subsp. pallidum Nichols
T02709	tpw	Treponema pallidum subsp. pallidum Nichols
T00716	tpp	Treponema pallidum subsp. pallidum SS14
T01748	tpu	Treponema pallidum subsp. pallidum DAL-1
T01868	tph	Treponema pallidum subsp. pallidum Chicago
T02273	tpo	Treponema pallidum subsp. pallidum Mexico A
T03185	tpas	Treponema pallidum subsp. pallidum Sea 81-4
T01749	tpc	Treponema pallidum subsp. pertenue CDC2
T01750	tpg	Treponema pallidum subsp. pertenue Gauthier
T01751	tpm	Treponema pallidum subsp. pertenue SamoaD
T02651	tpb	Treponema pallidum Fribourg-Blanc
T00157	tde	Treponema denticola
T01461	tsu	Treponema succinifaciens
T01489	tbe	Treponema brennaborense
T01506	taz	Treponema azotonutricium
T01507	tpi	Treponema primitia
T01555	tpl	Treponema paraluiscuniculi
T02803	tped	Treponema pedis
T01573	scd	Treponema caldarium
T03278	tpk	Treponema putidum
T03454	trm	Treponema sp. OMZ 838
T01287	ssm	Sediminispirochaeta smaragdinae
T01315	sta	Spirochaeta thermophila DSM 6192
T02016	stq	Spirochaeta thermophila DSM 6578
T01811	sfc	Spirochaeta africana
T01439	sbu	Sphaerochaeta globosa
T01469	scc	Sphaerochaeta coccoides
T01673	sgp	Sphaerochaeta pleomorpha
T03013	slr	Salinispira pacifica
T00098	lil	Leptospira interrogans serovar Lai 56601
T01983	lie	Leptospira interrogans serovar Lai IPAV
T00166	lic	Leptospira interrogans serovar Copenhageni
T03859	lis	Leptospira interrogans serovar Linhai
T00404	lbj	Leptospira borgpetersenii JB197
T00405	lbl	Leptospira borgpetersenii L550
T00693	lbi	Leptospira biflexa serovar Patoc Patoc 1 (Paris)
T00712	lbf	Leptospira biflexa serovar Patoc Patoc 1 (Ames)
T03999	lst	Leptospira santarosai
T04558	laj	Leptospira alstonii
T05598	lmay	Leptospira mayottensis
T05705	lkm	Leptospira kmetyi
T02157	tpx	Turneriella parva
T00865	bhy	Brachyspira hyodysenteriae WA1
T04742	bhd	Brachyspira hyodysenteriae ATCC 27164
T01229	brm	Brachyspira murdochii
T01278	bpo	Brachyspira pilosicoli 95/1000
T02225	bpj	Brachyspira pilosicoli B2904
T02387	bpip	Brachyspira pilosicoli P43/6/78
T02412	bpw	Brachyspira pilosicoli WesB
T01847	bip	Brachyspira intermedia
T05655	bhp	Brachyspira hampsonii
T00352	aba	Candidatus Koribacter versatilis
T00868	aca	Acidobacterium capsulatum
T01411	acm	Granulicella tundricola
T01664	gma	Granulicella mallensis
T01408	tsa	Terriglobus saanensis
T02140	trs	Terriglobus roseus
T05576	abas	Acidobacteriaceae bacterium SBC82
T00412	sus	Candidatus Solibacter usitatus
T01629	ctm	Chloracidobacterium thermophilum
T04394	abac	Luteitalea pratensis
T00741	emi	Elusimicrobium minutum
T03965	epo	Endomicrobium proavitum
T05087	eti	Candidatus Endomicrobium trichonymphae
T00755	rsd	Uncultured Termite group 1 bacterium phylotype Rs-D17
T00077	fnu	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
T02822	fnc	Fusobacterium nucleatum subsp. vincentii 3_1_36A2
T03625	fnt	Fusobacterium nucleatum subsp. vincentii 3_1_27
T02680	fus	Fusobacterium nucleatum subsp. animalis 4_8
T03612	fne	Fusobacterium nucleatum subsp. animalis 7_1
T04183	fhw	Fusobacterium hwasookii
T05232	fpd	Fusobacterium periodonticum
T05280	fva	Fusobacterium varium
T05433	ful	Fusobacterium ulcerans
T05444	fmo	Fusobacterium mortiferum
T05460	fgo	Fusobacterium gonidiaformans
T01337	ipo	Ilyobacter polytropus
T00975	lba	Leptotrichia buccalis
T04044	leo	Leptotrichia sp. oral taxon 212
T04653	lot	Leptotrichia sp. oral taxon 847
T04995	leq	Leptotrichia sp. oral taxon 498
T01123	str	Sebaldella termitidis
T01125	smf	Streptobacillus moniliformis
T03854	sns	Sneathia amnii
T01129	tai	Thermanaerovibrio acidaminovorans
T01202	aco	Aminobacterium colombiense
T01644	tli	Thermovirga lienii
T02151	amo	Acetomicrobium mobile
T02602	sbr	Fretibacterium fastidiosum
T04453	cpor	Cloacibacillus porcorum
T01099	fsu	Fibrobacter succinogenes
T02105	fsc	Fibrobacter succinogenes
T00878	gau	Gemmatimonas aurantiaca
T04580	gph	Gemmatimonas phototrophica
T03025	gba	Gemmatirosa kalamazoonesis
T00122	bth	Bacteroides thetaiotaomicron VPI-5482
T04540	btho	Bacteroides thetaiotaomicron 7330
T00202	bfr	Bacteroides fragilis YCH46
T00239	bfs	Bacteroides fragilis NCTC9343
T01691	bfg	Bacteroides fragilis 638R
